CD_REF,Regroupement,REGNE,NOM_VALIDE,GBIF,AccSpeciesID,KEW_binomial_acc_name,PFAF_name,Comment
124308,Angiospermes,Plantae,"Sorbus aucuparia L., 1753",3012167,50997,Sorbus aucuparia,Sorbus aucuparia,
124453,Angiospermes,Plantae,"Spartium junceum L., 1753",5355395,51228,Spartium junceum,Spartium junceum,
124499,Angiospermes,Plantae,"Spergula arvensis L., 1753",3085810,51244,Spergula arvensis,Spergula arvensis,
124741,Angiospermes,Plantae,"Stachys annua (L.) L., 1763",2927235,51533,Stachys annua,not_found,
124744,Angiospermes,Plantae,"Stachys arvensis (L.) L., 1763",2927229,51535,Stachys arvensis,not_found,
124798,Angiospermes,Plantae,"Stachys palustris L., 1753",2927245,51554,Stachys palustris,Stachys palustris,
124814,Angiospermes,Plantae,"Stachys sylvatica L., 1753",2927282,51561,Stachys sylvatica,Stachys sylvatica,
125014,Angiospermes,Plantae,"Stellaria media (L.) Vill., 1789",5384604,51634,Stellaria media,Stellaria media,
125295,Angiospermes,Plantae,"Succisa pratensis Moench, 1794",2888811,52337,Succisa pratensis,Succisa pratensis,
125324,Angiospermes,Plantae,"Symphoricarpos albus (L.) S.F.Blake, 1914",8012439,52513,Symphoricarpos albus,Symphoricarpos albus,
125343,Angiospermes,Plantae,"Symphytum bulbosum K.F.Schimp., 1825",7629613,52528,not_found,not_found,
125355,Angiospermes,Plantae,"Symphytum officinale L., 1753",7558421,52530,Symphytum officinale,Symphytum officinale,
125426,Angiospermes,Plantae,"Tamarix gallica L., 1753",8380575,52980,Tamarix gallica,Tamarix gallica,
125469,Angiospermes,Plantae,"Tanacetum parthenium (L.) Sch.Bip., 1844",3118430,53016,Tanacetum parthenium,Tanacetum parthenium,
125474,Angiospermes,Plantae,"Tanacetum vulgare L., 1753",3118274,53018,Tanacetum vulgare,Tanacetum vulgare,
717630,Angiospermes,Plantae,"Taraxacum officinale F.H.Wigg., 1780",5394163,391852,Taraxacum officinale,Taraxacum officinale,
125981,Angiospermes,Plantae,"Teucrium chamaedrys L., 1753",6411747,53949,Teucrium chamaedrys,Teucrium chamaedrys,
126006,Angiospermes,Plantae,"Teucrium marum L., 1753",7308317,99690,Teucrium marum,Teucrium marum,
126008,Angiospermes,Plantae,"Teucrium montanum L., 1753",7308294,53962,Teucrium montanum,not_found,
126019,Angiospermes,Plantae,"Teucrium polium L., 1753",3887764,53965,Teucrium polium,Teucrium polium,
126035,Angiospermes,Plantae,"Teucrium scorodonia L., 1753",2926901,53973,Teucrium scorodonia,Teucrium scorodonia,
126552,Angiospermes,Plantae,"Thymus nitens Lamotte, 1881",5606132,54253,not_found,not_found,
126573,Angiospermes,Plantae,"Thymus serpyllum L., 1753",6409622,54268,Thymus serpyllum,Thymus serpyllum,
126582,Angiospermes,Plantae,"Thymus vulgaris L., 1753",5341442,54274,Thymus vulgaris,Thymus vulgaris,
126628,Angiospermes,Plantae,"Tilia cordata Mill., 1768",3152047,54325,Tilia cordata,Tilia cordata,
126650,Angiospermes,Plantae,"Tilia platyphyllos Scop., 1771 [nom. et typ. cons.]",3152048,54344,Tilia platyphyllos,Tilia platyphyllos,
127029,Angiospermes,Plantae,"Tragopogon pratensis L., 1753",5386897,54643,Tragopogon pratensis,Tragopogon pratensis,
127131,Angiospermes,Plantae,"Tribulus terrestris L., 1753",5421116,54718,Tribulus terrestris,Tribulus terrestris,
127219,Angiospermes,Plantae,"Trifolium alpinum L., 1753",5359425,54920,Trifolium alpinum,not_found,
127230,Angiospermes,Plantae,"Trifolium arvense L., 1753",5359246,54926,Trifolium arvense,not_found,
127439,Angiospermes,Plantae,"Trifolium pratense L., 1753",8324121,54991,Trifolium pratense,Trifolium pratense,
127872,Angiospermes,Plantae,"Trollius europaeus L., 1753",3033289,55291,Trollius europaeus,Trollius europaeus,
128042,Angiospermes,Plantae,"Tussilago farfara L., 1753",3149879,55378,Tussilago farfara,Tussilago farfara,
128077,Angiospermes,Plantae,"Typha latifolia L., 1753",5289423,55399,Typha latifolia,Typha latifolia,
128175,Angiospermes,Plantae,"Ulmus minor Mill., 1768",5361865,55465,Ulmus minor,not_found,
128215,Angiospermes,Plantae,"Umbilicus rupestris (Salisb.) Dandy, 1948",7334368,55489,Umbilicus rupestris,Umbilicus rupestris,
128268,Angiospermes,Plantae,"Urtica dioica L., 1753",7960979,55598,Urtica dioica,Urtica dioica,
128298,Angiospermes,Plantae,"Urtica urens L., 1753",5361815,55609,Urtica urens,Urtica urens,
128345,Angiospermes,Plantae,"Vaccinium myrtillus L., 1753",2882833,55736,Vaccinium myrtillus,Vaccinium myrtillus,
128391,Angiospermes,Plantae,"Valeriana celtica L., 1753",7298940,100721,Valeriana celtica,Valeriana celtica,
128416,Angiospermes,Plantae,"Valeriana montana L., 1753",7735944,55771,not_found,not_found,
128419,Angiospermes,Plantae,"Valeriana officinalis L., 1753",2888763,55773,Valeriana officinalis,Valeriana officinalis,
128476,Angiospermes,Plantae,"Valerianella locusta (L.) Laterr., 1821",2888778,55801,Valeriana locusta,not_found,
128520,Angiospermes,Plantae,"Veratrum album L., 1753",2742119,55963,Veratrum album,Veratrum album,
128567,Angiospermes,Plantae,"Verbascum densiflorum Bertol., 1810",3171939,55982,Verbascum densiflorum,Verbascum densiflorum,
128615,Angiospermes,Plantae,"Verbascum nigrum L., 1753",3171945,55994,Verbascum nigrum,Verbascum nigrum,
128660,Angiospermes,Plantae,"Verbascum thapsus L., 1753",3171949,56010,Verbascum thapsus,Verbascum thapsus,
128754,Angiospermes,Plantae,"Verbena officinalis L., 1753",2925529,56033,Verbena officinalis,Verbena officinalis,
128808,Angiospermes,Plantae,"Veronica beccabunga L., 1753",3172062,56238,Veronica beccabunga,Veronica beccabunga,
128832,Angiospermes,Plantae,"Veronica chamaedrys L., 1753",7874883,56242,Veronica chamaedrys,Veronica chamaedrys,
128938,Angiospermes,Plantae,"Veronica officinalis L., 1753",3172049,56262,Veronica officinalis,Veronica officinalis,
129083,Angiospermes,Plantae,"Viburnum lantana L., 1753",2888615,56319,Viburnum lantana,Viburnum lantana,
129087,Angiospermes,Plantae,"Viburnum opulus L., 1753",2888605,56323,Viburnum opulus,Viburnum opulus,
129468,Angiospermes,Plantae,"Vinca major L., 1753",3169708,56477,Vinca major,Vinca major,
129470,Angiospermes,Plantae,"Vinca minor L., 1753",3169707,56478,Vinca minor,Vinca minor,
129477,Angiospermes,Plantae,"Vincetoxicum hirundinaria Medik., 1790",5414548,56482,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,
129506,Angiospermes,Plantae,"Viola arvensis Murray, 1770",5331235,56491,Viola arvensis,not_found,
129520,Angiospermes,Plantae,"Viola biflora L., 1753",5331325,56497,Viola biflora,Viola biflora,
129527,Angiospermes,Plantae,"Viola calcarata L., 1753",7296469,56502,Viola calcarata,not_found,
129529,Angiospermes,Plantae,"Viola canina L., 1753",5331258,56505,Viola canina,Viola canina,
129539,Angiospermes,Plantae,"Viola collina Besser, 1816",7296247,56508,not_found,Viola collina,
129596,Angiospermes,Plantae,"Viola jordanii Hanry, 1853",7344870,101002,not_found,not_found,
129614,Angiospermes,Plantae,"Viola lutea Huds., 1762",8388117,56535,Viola lutea,not_found,
129632,Angiospermes,Plantae,"Viola odorata L., 1753",5331181,56546,Viola odorata,Viola odorata,
129639,Angiospermes,Plantae,"Viola palustris L., 1753",5331355,56549,Viola palustris,not_found,
129666,Angiospermes,Plantae,"Viola reichenbachiana Jord. ex Boreau, 1857",5663962,56566,not_found,Viola reichenbachiana,
129674,Angiospermes,Plantae,"Viola rupestris F.W.Schmidt, 1791",7296242,56571,not_found,not_found,
129723,Angiospermes,Plantae,"Viola tricolor L., 1753",5331347,56588,Viola tricolor,Viola tricolor,
129906,Angiospermes,Plantae,"Viscum album L., 1753",2889828,56635,Viscum album,Viscum album,
129906,Angiospermes,Plantae,"Viscum album L., 1753",2889828,56635,Viscum album,Viscum album,
129906,Angiospermes,Plantae,"Viscum album L., 1753",2889828,56635,Viscum album,Viscum album,
129906,Angiospermes,Plantae,"Viscum album L., 1753",2889828,56635,Viscum album,Viscum album,
130484,Angiospermes,Plantae,"Xanthium orientale L., 1763",3089146,57120,not_found,Xanthium strumarium,
130491,Angiospermes,Plantae,"Xanthium spinosum L., 1753",3089150,57127,Xanthium spinosum,Xanthium spinosum,
130492,Angiospermes,Plantae,"Xanthium strumarium L., 1753",3089154,57128,Xanthium strumarium,Xanthium strumarium,
162352,Angiospermes,Plantae,"Ziziphus jujuba Mill., 1768 [nom. cons.]",3039423,57554,Ziziphus jujuba,Ziziphus jujuba,
84458,Fougères,Plantae,"Asplenium adiantum-nigrum L., 1753",2650594,5634,Asplenium adiantum-nigrum,Asplenium adiantum-nigrum,
84472,Fougères,Plantae,"Asplenium ceterach L., 1753",2650617,5649,Asplenium ceterach,Asplenium ceterach,
84524,Fougères,Plantae,"Asplenium scolopendrium L., 1753",2650669,5693,Asplenium scolopendrium,Asplenium scolopendrium,
95567,Fougères,Plantae,"Dryopteris filix-mas (L.) Schott, 1834",5275132,19413,Dryopteris filix-mas,Dryopteris filix-mas,
96508,Fougères,Plantae,"Equisetum arvense L., 1753",7924597,20927,Equisetum arvense,Equisetum arvense,
96523,Fougères,Plantae,"Equisetum hyemale L., 1753",2687927,20931,Equisetum hyemale,Equisetum hyemale,
96534,Fougères,Plantae,"Equisetum palustre L., 1753",2687932,20934,Equisetum palustre,Equisetum palustre,
96545,Fougères,Plantae,"Equisetum sylvaticum L., 1753",2687929,20939,Equisetum sylvaticum,Equisetum sylvaticum,
96546,Fougères,Plantae,"Equisetum telmateia Ehrh., 1783",2687943,20940,Equisetum telmateia,Equisetum telmateia,
762284,Fougères,Plantae,"Equisetum variegatum Schleich. ex F.Weber & D.Mohr, 1807",2687920,20942,not_found,Equisetum variegatum,
111815,Fougères,Plantae,"Osmunda regalis L., 1753",8049341,39427,Osmunda regalis,Osmunda regalis,
115016,Fougères,Plantae,"Polypodium vulgare L., 1753",5274951,43323,Polypodium vulgare,Polypodium vulgare,
116265,Fougères,Plantae,"Pteridium aquilinum (L.) Kuhn, 1879",5275012,44805,Pteridium aquilinum,Pteridium aquilinum,
79319,Gymnospermes,Plantae,"Abies alba Mill., 1768",2685484,29,Abies alba,Abies alba,
89452,Gymnospermes,Plantae,"Cedrus atlantica (Endl.) Manetti ex Carrière, 1855",5284702,11381,Cedrus atlantica,Cedrus atlantica,
93590,Gymnospermes,Plantae,"Cupressus sempervirens L., 1753",2684030,15939,Cupressus sempervirens,Cupressus sempervirens,
96101,Gymnospermes,Plantae,"Ephedra distachya L., 1753",2653321,20753,Ephedra distachya,Ephedra distachya,
104397,Gymnospermes,Plantae,"Juniperus communis L., 1753",2684709,31556,Juniperus communis,Juniperus communis,
104409,Gymnospermes,Plantae,"Juniperus oxycedrus L., 1753",2684451,31578,Juniperus oxycedrus,Juniperus oxycedrus,
104413,Gymnospermes,Plantae,"Juniperus sabina L., 1753",7963890,31587,Juniperus sabina,Juniperus sabina,
105042,Gymnospermes,Plantae,"Larix decidua Mill., 1768",2686212,32364,Larix decidua,Larix decidua,
113432,Gymnospermes,Plantae,"Picea abies (L.) H.Karst., 1881",5284884,41907,Picea abies,Picea abies,
113651,Gymnospermes,Plantae,"Pinus cembra L., 1753",5285134,42105,Pinus cembra,Pinus cembra,
113665,Gymnospermes,Plantae,"Pinus halepensis Mill., 1768",5285604,42129,Pinus halepensis,Pinus halepensis,
113682,Gymnospermes,Plantae,"Pinus mugo Turra, 1764",5285385,42157,Pinus mugo,Pinus mugo,
113682,Gymnospermes,Plantae,"Pinus mugo Turra, 1764",5285385,42157,Pinus mugo,Pinus mugo,
113689,Gymnospermes,Plantae,"Pinus pinaster Aiton, 1789",5285565,42166,Pinus pinaster,Pinus pinaster,
113689,Gymnospermes,Plantae,"Pinus pinaster Aiton, 1789",5285565,42166,Pinus pinaster,Pinus pinaster,
113689,Gymnospermes,Plantae,"Pinus pinaster Aiton, 1789",5285565,42166,Pinus pinaster,Pinus pinaster,
113690,Gymnospermes,Plantae,"Pinus pinea L., 1753",5285165,42167,Pinus pinea,Pinus pinea,
113703,Gymnospermes,Plantae,"Pinus sylvestris L., 1753",5285637,42185,Pinus sylvestris,Pinus sylvestris,
116216,Gymnospermes,Plantae,"Pseudotsuga menziesii (Mirb.) Franco, 1950",2685796,44567,Pseudotsuga menziesii,Pseudotsuga menziesii,
125816,Gymnospermes,Plantae,"Taxus baccata L., 1753",5284517,53526,Taxus baccata,Taxus baccata,
59040,Lichens,Fungi,"Cetraria islandica (L.) Ach., 1803",NA,NA,NA,NA,Not part of the analysis
59053,Lichens,Fungi,"Evernia prunastri (L.) Ach., 1810",NA,NA,NA,NA,Not part of the analysis
56613,Lichens,Fungi,"Lobaria pulmonaria (L.) Hoffm., 1796",NA,NA,NA,NA,Not part of the analysis
618756,Angiospermes,Plantae,"Anchusa azurea Mill., 1768",5341198,3460,Anchusa azurea,Anchusa azurea,
101253,Angiospermes,Plantae,"Hepatica nobilis Schreb., 1771",5371699,203058,Hepatica nobilis,Hepatica nobilis,
85152,Angiospermes,Plantae,"Atropa bella-donna L., 1753",3802655,6192,Atropa bella-donna,Atropa bella-donna,
86828,Angiospermes,Plantae,"Bryonia dioica Jacq., 1774",6422396,8654,Bryonia cretica,Bryonia dioica,
95436,Angiospermes,Plantae,"Drosera anglica Huds., 1778",3190932,19340,Drosera anglica,not_found,
100956,Angiospermes,Plantae,"Helianthemum nummularium (L.) Mill., 1768",8890062,28106,Helianthemum nummularium,Helianthemum nummularium,
116412,Angiospermes,Plantae,"Pulmonaria australis (Murr) W.Sauer, 1975",5660562,45034,not_found,not_found,
119881,Angiospermes,Plantae,"Salicornia europaea L., 1753",9823570,47757,Salicornia europaea,Salicornia europaea,
92488,Angiospermes,Plantae,"Cormus domestica (L.) Spach, 1834",3013215,51024,Cormus domestica,not_found,
124578,Angiospermes,Plantae,"Spergularia rubra (L.) J.Presl & C.Presl, 1819",3085633,98361,Spergularia rubra,Spergularia rubra,
999933,Angiospermes,Plantae,"Rabelera holostea (L.) M.T.Sharples & E.A.Tripp, 2019",11071158,51629,not_found,not_found,
107887,Angiospermes,Plantae,"Melilotus altissimus Thuill., 1799",2971042,459564,Melilotus altissimus,Melilotus altissimus,
107942,Angiospermes,Plantae,"Melilotus officinalis (L.) Lam., 1779",8193111,459576,Melilotus officinalis,Melilotus officinalis,
72459,Algue brune,Chromista,"Alaria esculenta (L.) Grev., 1830",NA,NA,NA,NA,Not part of the analysis
72498,Algue brune,Chromista,"Ascophyllum nodosum (L.) Le Jolis, 1863",NA,NA,NA,NA,Not part of the analysis
72522,Algue brune,Chromista,"Bifurcaria bifurcata R.Ross, 1958",NA,NA,NA,NA,Not part of the analysis
72770,Algue brune,Chromista,"Fucus serratus L., 1753",NA,NA,NA,NA,Not part of the analysis
72775,Algue brune,Chromista,"Fucus vesiculosus L., 1753",NA,NA,NA,NA,Not part of the analysis
72845,Algue brune,Chromista,"Halidrys siliquosa (L.) Lyngbye, 1819",NA,NA,NA,NA,Not part of the analysis
72879,Algue brune,Chromista,"Himanthalia elongata (L.) S.F. Gray, 1821",NA,NA,NA,NA,Not part of the analysis
72896,Algue brune,Chromista,"Laminaria digitata (Hudson) J.V.Lamour., 1813",NA,NA,NA,NA,Not part of the analysis
72898,Algue brune,Chromista,"Laminaria hyperborea (Gunnerus) Foslie, 1884",NA,NA,NA,NA,Not part of the analysis
72901,Algue brune,Chromista,"Laminaria ochroleuca Bachelot de la Pylaie, 1824",NA,NA,NA,NA,Not part of the analysis
529995,Algue brune,Chromista,"Saccharina latissima (L.) C.E. Lane, C. Mayes, Druehl & G.W. Saunders, 2006",NA,NA,NA,NA,Not part of the analysis
73388,Algue brune,Chromista,"Undaria pinnatifida (Harvey) Suringar, 1873",NA,NA,NA,NA,Not part of the analysis
72500,Algue rouge,Plantae,"Asparagopsis armata Harvey, 1855",NA,NA,NA,NA,Not part of the analysis
72590,Algue rouge,Plantae,"Chondrus crispus Stackh., 1797",NA,NA,NA,NA,Not part of the analysis
72666,Algue rouge,Plantae,"Delesseria sanguinea (Hudson) J.V.Lamour., 1813",NA,NA,NA,NA,Not part of the analysis
72701,Algue rouge,Plantae,"Dilsea carnosa (Schmidel) Kuntze, 1898",NA,NA,NA,NA,Not part of the analysis
778610,Algue rouge,Plantae,"Ellisolandia elongata (J.Ellis & Sol.) K.R.Hind & G.W.Saunders, 2013",NA,NA,NA,NA,Not part of the analysis
72939,Algue rouge,Plantae,"Mastocarpus stellatus (Stackh.) Guiry, 1984",NA,NA,NA,NA,Not part of the analysis
370844,Algue rouge,Plantae,"Osmundea pinnatifida (Hudson) Stackh., 1809",NA,NA,NA,NA,Not part of the analysis
72992,Algue rouge,Plantae,"Palmaria palmata (L.) Weber & Mohr, 1805",NA,NA,NA,NA,Not part of the analysis
81287,Angiospermes,Plantae,"Alkanna matthioli Tausch, 1824",5341257,2478,Alkanna tinctoria,not_found,
83528,Angiospermes,Plantae,"Arctostaphylos uva-ursi (L.) Spreng., 1825",2882580,4528,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,
83969,Angiospermes,Plantae,"Artemisia eriantha Ten., 1831",4229609,5188,not_found,not_found,
85745,Angiospermes,Plantae,"Bellis sylvestris Cirillo, 1792",3117401,7174,not_found,not_found,
85852,Angiospermes,Plantae,"Betonica officinalis L., 1753",2927280,51552,Betonica officinalis,not_found,
87849,Angiospermes,Plantae,"Capsella bursa-pastoris (L.) Medik., 1792",5375388,10226,Capsella bursa-pastoris,Capsella bursa-pastoris,
161772,Angiospermes,Plantae,"Charybdis maritima (L.) Speta, 1998",2776790,19299,Drimia maritima,not_found,
92353,Angiospermes,Plantae,"Convolvulus sepium L., 1753",7384966,9842,Calystegia sepium,not_found,
92566,Angiospermes,Plantae,"Corrigiola litoralis L., 1753",5384680,14638,Corrigiola litoralis,not_found,
92854,Angiospermes,Plantae,"Crataegus germanica (L.) Kuntze, 1891",3031774,36364,Crataegus germanica,not_found,
93680,Angiospermes,Plantae,"Cyanus segetum Hill, 1762",3089561,11567,Centaurea cyanus,not_found,
95149,Angiospermes,Plantae,"Dipsacus fullonum L., 1753",8435025,18734,Dipsacus fullonum,Dipsacus fullonum,
96046,Angiospermes,Plantae,"Elytrigia repens (L.) Desv. ex Nevski, 1934",5290299,20359,Elymus repens,Elytrigia repens,
97185,Angiospermes,Plantae,"Erysimum cheiri (L.) Crantz, 1769",3048203,425541,Erysimum cheiri,Erysimum cheiri,
98023,Angiospermes,Plantae,"Ferula glauca L., 1753",3638472,24101,Ferula glauca,not_found,
103057,Angiospermes,Plantae,"Hyacinthoides non-scripta (L.) Chouard ex Rothm., 1944",5304283,29696,Hyacinthoides non-scripta,Hyacinthoides nonscripta,
103553,Angiospermes,Plantae,"Impatiens noli-tangere L., 1753 [nom. et typ. cons.]",2891779,30393,Impatiens noli-tangere,Impatiens noli-tangere,
103737,Angiospermes,Plantae,"Iris germanica L., 1753",5298069,432139,Iris germanica,Iris germanica,
106546,Angiospermes,Plantae,"Loncomelos pyrenaicus (L.) Hrouda, 1988",2772902,39281,not_found,Ornithogalum pyrenaicum,
610909,Angiospermes,Plantae,"Lysimachia arvensis (L.) U.Manns & Anderb., 2009",8184903,3410,Lysimachia arvensis,not_found,
107886,Angiospermes,Plantae,"Melilotus albus Medik., 1787",2971095,459563,Melilotus albus,Melilotus albus,
112816,Angiospermes,Plantae,"Petrosedum rupestre (L.) P.V.Heath, 1987",7618770,445080,Petrosedum rupestre,not_found,
113321,Angiospermes,Plantae,"Physalis alkekengi L., 1753",5422592,250480,Alkekengi officinarum,Physalis alkekengi,
115789,Angiospermes,Plantae,"Poterium sanguisorba L., 1753",5364245,48233,Sanguisorba minor,Sanguisorbia minor,
116459,Angiospermes,Plantae,"Pulsatilla vernalis (L.) Mill., 1768",3928615,45060,Pulsatilla vernalis,Adonis vernalis,
116460,Angiospermes,Plantae,"Pulsatilla vulgaris Mill., 1768",3033621,45061,Pulsatilla vulgaris,Pulsatilla vulgaris,
117787,Angiospermes,Plantae,"Ribes uva-crispa L., 1753",2986185,46535,Ribes uva-crispa,Ribes uva-crispa,
1027822,Angiospermes,Plantae,"Salvia rosmarinus Spenn., 1835",10902460,451852,Salvia rosmarinus,Rosmarinus officinalis,
119883,Angiospermes,Plantae,"Salicornia fruticosa (L.) L., 1762",5567884,48406,not_found,not_found,
119892,Angiospermes,Plantae,"Salicornia perennis Mill., 1768",5383932,48409,not_found,not_found,
121449,Angiospermes,Plantae,"Scandix pecten-veneris L., 1753",3034233,48687,Scandix pecten-veneris,not_found,
124848,Angiospermes,Plantae,"Staphisagria macrosperma Spach, 1838",7620156,80856,not_found,Delphinium staphysagria,
124970,Angiospermes,Plantae,"Stellaria aquatica (L.) Scop., 1771",5384501,51618,Stellaria aquatica,not_found,
125568,Angiospermes,Plantae,"Taraxacum dens-leonis Desf., 1799",5394163,391852,Taraxacum officinale,Taraxacum officinale,
128355,Angiospermes,Plantae,"Vaccinium vitis-idaea L., 1753",2882835,55754,Vaccinium vitis-idaea,Vaccinium vitis-idaea,
129910,Angiospermes,Plantae,"Visnaga daucoides Gaertn., 1788",5371753,3211,Visnaga daucoides,not_found,
447951,Fougères,Plantae,"Adiantum capillus-veneris L., 1753",2651816,1305,Adiantum capillus-veneris,Adiantum capillus-veneris,
59009,Lichens,Fungi,"Pseudevernia furfuracea (L.) Zopf, 1903",NA,NA,NA,NA,Not part of the analysis
